"(-1.6782648292102613, 53.85314389635989)"
"(-1.677141851147092, 53.85290658677675)"
"(-1.684505299953562, 53.853925264155464)"
"(-1.6827437264478327, 53.85407295150242)"
"(-1.6778640998553662, 53.85377631452349)"
"(-1.6769382720630543, 53.855149693991905)"
"(-1.6821222745070865, 53.856389271248545)"
"(-1.6768996991839735, 53.856121666825004)"
"(-1.6747973985796973, 53.85672756363303)"
"(-1.6864918819205956, 53.8578863546486)"
"(-1.683836703382828, 53.85789014150365)"
"panel_lon_lat"
"(-1.653118574898188, 53.81921710096941)"
"(-1.6526492715360384, 53.819108544457976)"
"(-1.6558488349507634, 53.820165090387206)"
"(-1.6554501698392223, 53.82031025316412)"
"(-1.6554544557146758, 53.8200136161852)"
"(-1.6549594370998055, 53.81999468190995)"
"(-1.6528721370596162, 53.81984068313791)"
"(-1.6479003641449015, 53.82007041901095)"
"(-1.6474845555315467, 53.820240827488206)"
"(-1.6571817422167776, 53.82154856813575)"
"(-1.6573660348612747, 53.82143496248425)"
"(-1.6509584149752907, 53.821392044793676)"
"(-1.642311346470521, 53.82262783519527)"
"(-1.6465288053054337, 53.82655484399295)"
"(-1.6424313509832167, 53.82679594043115)"
"(-1.6510034166675516, 53.82762022591729)"
"(-1.6470945408652853, 53.827656832182775)"
"(-1.6454679724363388, 53.82786637149555)"
"(-1.6426477876936145, 53.82754953795636)"
"(-1.5523193425715964, 53.82920819383857)"
"(-1.560552824095111, 53.83042378767989)"
"(-1.5603278156338063, 53.830205412372)"
"(-1.5604456772087754, 53.83015744554137)"
"(-1.5478790182131057, 53.83002743018464)"
"(-1.5616093710887522, 53.83113446751453)"
"(-1.5623701139817345, 53.83102086186303)"
"(-1.560197096432477, 53.83154597242998)"
"(-1.559804938828489, 53.831369252527644)"
"(-1.560218525809744, 53.83130108913674)"
"(-1.5587805359007483, 53.8312758434364)"
"(-1.554545933564022, 53.83188552709947)"
"(-1.5477461560740498, 53.83154471014496)"
"(-1.5625008331830639, 53.83244599501713)"
"(-1.5602956715679057, 53.832324815655525)"
"(-1.5625394060621447, 53.83361362202782)"
"(-1.5508149215930724, 53.83373353910441)"
"(-1.5503263317913825, 53.83360099917765)"
"(-1.5627922727138965, 53.83518013110379)"
"(-1.561485080700603, 53.83490747754018)"
"(-1.5493212939975551, 53.835615619434556)"
"(-1.550930640230315, 53.83486203527958)"
"(-1.5560374969161854, 53.836909474946914)"
"(-1.551796465766279, 53.83681859042571)"
"(-1.5506606300767494, 53.83635406953956)"
"(-1.5487169068642497, 53.83608646511602)"
"(-1.5581290828318282, 53.83801777456182)"
"(-1.5572826224297773, 53.83762141706657)"
"(-1.5518350386453597, 53.83760626964637)"
"(-1.4392448907801676, 53.80921590982013)"
"(-1.4519486977903466, 53.81144891875516)"
"(-1.4495635294061446, 53.81129113312807)"
"(-1.4504228474345557, 53.81103867612473)"
"(-1.4432373411537756, 53.811595343817096)"
"(-1.4501121214641826, 53.812596349205585)"
"(-1.4400334918635973, 53.81279452795321)"
"(-1.4455025050252819, 53.813717271670654)"
"(-1.4458218027465617, 53.813583469458884)"
"(-1.4480633943030743, 53.81549710691445)"
"(-1.4512115272123582, 53.81681747041216)"
"(-1.4508622283629042, 53.816607931099384)"
"(-1.449612816973859, 53.81615477077839)"
"(-1.4433273445382975, 53.81596795259591)"
"(-1.4409700343445426, 53.816576373973966)"
"(-1.4417393489884318, 53.81651325972313)"
"(-1.4420479320210782, 53.81642994891203)"
"(-1.4404877946616599, 53.816711438470755)"
"(-1.450776510853836, 53.81772127985436)"
"(-1.444287380639864, 53.817860131206196)"
"(-1.442086504900159, 53.81786518034626)"
"(-1.4409593196559092, 53.81770234557911)"
"(-1.4389513083116083, 53.817524363391755)"
"(-1.4393198936006024, 53.81735774176955)"
"(-1.4376633240434822, 53.818106276784455)"
"(-1.438094054526551, 53.817188595577306)"
